node,adap_degree,betweenness,degree,random,seamless_mavg
30,0.38000481356968213,0.580447738386308,0.3425122249388753,0.4857869040342298,0.45559889211491444
31,0.40498968520782397,0.2399679095354523,0.3425198655256723,0.47558175427872856,0.45386662973716374
32,0.7392474022004889,0.7300809902200488,0.7405638753056234,0.4720589089242053,0.7071688034841075
33,0.731580531784841,0.7300886308068459,0.7405715158924204,0.540174358190709,0.7190745110024448
34,0.6822134015892419,0.730096271393643,0.7405791564792176,0.49922425122249386,0.6340278461185819
35,0.5875811430317848,0.2644330684596577,0.3425275061124694,0.5242954614914425,0.5589533236552566
36,0.28264799816625913,0.2954080073349633,0.0729064792176039,0.4805294926650366,0.291018222799511
37,0.5903724786063569,0.5613386308068459,0.3425351466992665,0.5181078850855746,0.5623757449572128
38,0.6969064792176038,0.73010391198044,0.7405867970660146,0.5064925886308068,0.7091238539119804
39,0.7175216992665037,0.7301115525672371,0.7405944376528116,0.47795469132029333,0.7206344896088017
40,0.5275975702933985,0.7131036063569681,0.3425427872860635,0.49877353300733496,0.5816130692237165
41,0.7283099022004889,0.7301191931540342,0.7406020782396088,0.4751985788508557,0.7223876489914426
42,0.5389943459657701,0.7301268337408312,0.7406097188264058,0.4562475550122249,0.5791106968215158
43,0.04791923899755501,0.13209810513447431,0.026444070904645473,0.5351784841075794,0.07910509627139363
44,0.3678658312958435,0.06045996332518337,0.02645171149144254,0.5448115831295843,0.29368299205378967
45,0.7371252292176038,0.26923135696821515,0.3425504278728606,0.5007058374083129,0.722965479828851
46,0.12287530562347188,0.29782243276283615,0.07291411980440098,0.4963766045232273,0.14999738309902194
47,0.013945599022004889,0.0940403422982885,0.012813264058679705,0.5221449419315403,0.03498999465158923
48,0.752393031784841,0.7301344743276283,0.7406173594132028,0.494510314792176,0.6925349442237161
49,0.2730533312958435,0.6122096577017114,0.3425580684596577,0.5580637224938875,0.3159081907090464
50,0.04870942848410758,0.16602231051344743,0.026459352078239608,0.5175186430317847,0.08055644483496331
51,0.7324959504889975,0.49456754278728604,0.3425657090464547,0.5229834199266503,0.6506809749388753
52,0.596835727383863,0.14582059902200487,0.07292176039119803,0.48842244804400975,0.5594701176650366
53,0.019576482273838628,0.15560055012224938,0.018062347188264057,0.4881981204156479,0.04596322203545232
54,0.3601985788508557,0.3968979217603912,0.3425733496332518,0.5158562805623472,0.40405089012836176
55,0.6832215006112469,0.3331754278728606,0.0729294009779951,0.5070722799511002,0.634111350091687
56,0.40944132029339847,0.6916106356968215,0.34258099022004884,0.49180600550122244,0.47348027964547673
57,0.727038966992665,0.7301421149144254,0.740625,0.4888923441320293,0.6788232846882641
58,0.26994208435207817,0.5804553789731051,0.34258863080684593,0.4917285299511002,0.3435410796149144
59,0.7133416870415648,0.24870110024449876,0.342596271393643,0.4953890586797065,0.719909057915648
60,0.5474546149144254,0.2665647921760391,0.07293704156479217,0.43576245415647913,0.5012437958435207
61,0.7296294315403422,0.7301497555012224,0.740632640586797,0.4833652200488997,0.7233264631723716
62,0.5399101466992665,0.21122402200488996,0.07294468215158924,0.48276734413202926,0.4410363730134475
63,0.7217271546454767,0.7301573960880194,0.740640281173594,0.4978934138141809,0.7169803025672371
64,0.2663270935207824,0.4756418092909535,0.0729523227383863,0.5020667787286063,0.25989782625305624
